label,title,description
4,"Intel, Clearwire to work on WiMax together","SAN FRANCISCO - Intel Corp. will work with Clearwire Corp., a wireless Internet service provider founded by cellular pioneer Craig McCaw, on future networks based on WiMax wireless broadband technology."
1,Former Haitian Soldiers Vow to Provide Security in Port-Au-Prince,"Former Haitian soldiers who fought to oust former President Jean-Bertrand Aristide say they intend to provide security to help stop street violence in the capital, Port-au-Prince."
1,Chinese Central Bank Increases Rates for First Time in 9 Years,The move is expected to dampen prospects for a long list of companies that have focused on taking advantage of the Chinese market.
1,Dozens More Killed In New Fighting In Iraq,"American and Iraqi forces once again fought with Insurgents in the cities of Falluja and Tall  Afar, killing dozens of Iraqis in airstrikes and gunbattles."
3,Oil: Price drops nearly US$ 2 a barrel,"NEW YORK - Oil prices fell nearly US$ 2 a barrel on Wednesday, dragged down by heavy losses in US petrol futures after summer driving demand in the world's largest consumer failed to meet expectations."
1,Social Security a Priority for White House ,AP - The Bush administration predicts financial markets would applaud a costly overhaul of Social Security for tackling long-term financial obligations weighing on the federal budget.
3,SEC Probes Bank of New York Clearing Unit," NEW YORK (Reuters) - Bank of New York Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BK.N target=/stocks/quickinfo/fullquote""&gt;BK.N&lt;/A&gt; on Tuesday  said regulators are examining whether its Pershing LLC unit  cleared improper stock trades."
2,"Ross out, and strip club manager says tailback passed stolen bills",Ohio State senior tailback Lydell Ross will not play for the Buckeyes today in their homecoming game versus Indiana. Coach Jim Tressel would not comment Friday on Ross suspension.
1,Two Italian Aid Workers Kidnapped in Baghdad,Two Italian woman aid workers and two Iraqis were kidnapped in broad daylight in central Baghdad Tuesday in a brazen raid that will alarm foreigners already edgy from widespread kidnappings.
1,The FPJ chronicles,"Last May, he fought for the Presidency and just recently, he fought for his life. Fernando Poe, Jr. lost both fights but the ironies of ironies is that he has never been more alive now than any time in the hearts of the Filipino people."
1,"After lynchings, Mexico looks inward","SAN JUAN IXTAYOPAN, Mexico -- A pair of wooden crosses outside the elementary school are all that mark the macabre site where, just weeks ago, an angry mob captured two federal police officers, beat them unconscious, and set them on fire."
4,VoIP: Find Out More About 'Net Phone Calling,Express features editor Holly Morris discusses Tuesday's special report about local providers of VoIP -- services that let you talk over the Internet with a regular phone and a broadband connection.
1,Dahlan Bows Out of Palestinian Elections ,"AP - Gaza strongman Mohammed Dahlan, once seen as a possible successor to Yasser Arafat, said Tuesday he will not run in the Jan. 9 elections and instead endorsed the interim Palestinian leader, Mahmoud Abbas."
1,Israeli Troops Kill 5 in West Bank Clashes-Witnesses,"Israeli troops killed at least five Palestinian militants in the West Bank city of Nablus on Wednesday, witnesses said. A military spokeswoman confirmed operations were under way but declined to comment on casualties."
1,Farooqi key link between Pakistan and al Qaeda (Reuters),"Reuters - Amjad Hussain Farooqi, who was shot dead by security forces on Sunday, was one Pakistan's most wanted men, a cohort of Sept. 11 mastermind Khalid Sheikh Mohammed and a key link between al Qaeda and local Pakistani militants."
4,IBM tops server speed test,IBM's new top-end Power5-based Unix server has a commanding lead in a performance test of servers running a large database. A $16.7 million configuration of the company's eServer p5-595 performed 3.21 million 
4,Branson plays space invaders in California desert,"Life in Mojave Town, the windswept and deserted frontier trading post in the Californian desert where the new Virgin Galactic base is located, is far from space age."
1,Rwandan priest boycotts genocide trial proceedings,"A Roman Catholic priest charged with directing the killing of 2,000 of his parishioners inthe 1994 Rwandan genocide has boycotted the trial proceedings by the United "
3,ACCC won't stop pipeline bid,Australia's competition watchdog has no plan to stop a bid by a consortium including gas retailer Alinta Ltd for Western Australia's biggest natural gas transmission pipeline.
1,Cambodia king urges nation to find successor,King Norodom Sihanouk has urged Cambodians to choose a new king and avoid  quot;any chaos quot; in the impoverished country still struggling to recover from its Khmer Rouge past.
2,Bender Out Indefinitely With Knee Injury ,AP - Indiana Pacers forward Jonathan Bender's chronically injured left knee has taken yet another turn for the worse.
2,Maradona Rushed Back to Hospital,"Diego Maradona was rushed to hospital in the early hours of today, according to reports in Argentina. The former World Cup winner is currently undergoing lengthy treatment to cure a long-standing drug problem "
1,Festivals may not cheer durable goods makers (Reuters),"Reuters - Intense competition has depressed prices of everything from washing machines to refrigerators in India, dampening the spirits, and profits, of durable goods makers as they prepare for the busy festival season."
1,Depleted Sri Lanka too strong for South Africa ,AFP - Kumar Sangakkara and Avishka Gunawardene slammed impressive half-centuries to help an under-strength Sri Lanka crush South Africa by seven wickets in the fourth one-day international here.
1,Lawmakers Getting Flu Shot Sparks Debate ,AP - President Bush didn't get one. Neither did most of his Cabinet. Same for Democrat John Kerry and running mate John Edwards. The presidential candidates said they passed up a flu shot because of the vaccine shortage.
1,Bush Prepares for Possible GPS Shutdown ,"AP - President Bush has ordered plans for temporarily disabling the U.S. network of global positioning satellites during a national crisis to prevent terrorists from using the navigational technology, the White House said Wednesday."
1,Four Killed in Baghdad's Green Zone,"A US Army 1st Battalion, 24th Infantry Regiment soldier scans the area through his rifle scope during a joint early morning raid on insurgent targets by Iraqi and US forces, during which 13 suspects were detained in Mosul, Iraq Friday, Nov. 26, 2004."
1,108-Year-Old Man Starts Smoking Again,"GREAT FALLS, Mont. - A 108-year-old man has taken up smoking again, encouraged by gifts of cigars from as far away as London..."
3,Insurance Probe Rattles Stocks (Reuters),"Reuters - An investigation into U.S. insurers\and brokers rattled insurance industry stocks for a second day\on Friday as investors, shaken further by subpoenas delivered\to the top U.S. life insurer, struggled to gauge how deep the\probe might reach."
2,Baseball: Bonds's pursuit of 700th homer to continue at home,"MILWAUKEE, United States : Barry Bonds banged out three hits, but failed to join Major League Baseball's exclusive 700 home run club as the San Francisco Giants wrapped up a series against the Brewers."
1,"Four killed, several injured in storm lashing western, northern ","A storm lashed Friday in western andnorthern France and the region of Paris, killing four people and injuring several others as well as cutting power to 385,000 homes."
4,Steve Jobs back at Apple,"After cancer surgery, the chief executive hits meetings, with plans to return to full-time work later this month."
3,"Oracle, PeopleSoft wrap up trial","LOS ANGELES (CBS.MW) -- PeopleSoft's revision this week to its customer rebate program has brought it much closer to meeting Oracle's concerns that the measure represents an unacceptable obstacle to its bid for its rival, a judge reportedly said Friday."
1,UK urged to review terrorism laws,A UN committee asks the UK to review its policy of detaining terrorism suspects without trial.
2,SquawkBack Poll: Will the Red Sox or Yankees win?,The contest many baseball fans wanted to see is about to begin. The Boston Red Sox and the New York Yankees begin playing for the American League Championship Tuesday.
4,Picture 8 of 8: Microsoft's new Media Center push,"Software maker heads to LA to show off a host of gadgets that use one or another Microsoft technology to access movies, music and video."
